data_reserva,responsavel,codigo,descricao,quantidade,unidade,cc,reserva,data_entrega,laudo,quantidade_recebida,pendencia,responsavel_recebimento
2026-05-25 00:00:00,Dyego Ferreira,1050265,"ABRAÇADEIRA DE NYLON 200X4,6MM",300,pç,50013125,34255296,2026-05-25 00:00:00,Aprovado,300,0,Dyego
2026-05-25 00:00:00,Dyego Ferreira,1050257,"ABRAÇADEIRA DE NYLON 92X2,6MM",200,pç,50013125,34255296,2026-05-25 00:00:00,Aprovado,200,0,Dyego
2026-05-28 00:00:00,Dyego Ferreira,5117151,"REBOLO RETO A RT  76,2X 19X  9,5MM A60R6",200,pç,50012127,34270040,,,,,
2026-05-28 00:00:00,Dyego Ferreira,5014027,TINTA LUMINOSA VERMELHA 900ml,5,pç,50012127,34270040,,,,,
2026-05-28 00:00:00,Dyego Ferreira,2159885,CADEADO LATÃO 40MM COM SEGREDO,1,un,50012127,34270040,2026-05-29 00:00:00,Aprovado,1,0,Dyego
2026-06-01 00:00:00,Dyego Ferreira,2201714,"DISCO DESBASTE/ACAB 114,30/ 22,225 GR40 (LARANJADO) LIXADEIRA ELETRICA",80,pç,50012127,34287261,2026-06-02 00:00:00,Aprovado,80,0,Dyego
2026-06-03 00:00:00,Dyego Ferreira,2224906,FITA ADESIVA CREPE 50MM 50MTS,10,pç,50013125,34295748,2026-06-09 00:00:00,Aprovado,10,0,Dyego
2026-06-09 00:00:00,Dyego Ferreira,5117151,"REBOLO RETO A RT  76,2X 19X  9,5MM A60R6",200,pç,50012127,34316953,,,,,
2026-06-09 00:00:00,Dyego Ferreira,5004140,MALHA DE SEGURANÇA PARA MANGUEIRAS,10,pç,50012127,34318049,2026-06-11 00:00:00,Aprovado,10,0,Dyego
2026-06-10 00:00:00,Dyego Ferreira,1005979,ALGARISMO P/ MARCAÇÃO 6MM A-Z E 0-9 GEDORE,1,pç,50012127,34322289,2026-06-23 00:00:00,Aprovado,1,0,Dyego
2026-06-10 00:00:00,Dyego Ferreira,5069929,Martelo de pena,1,pç,50012127,34322289,2026-06-17 00:00:00,Aprovado,1,0,Dyego
2026-06-12 00:00:00,Dyego Ferreira,2159885,CADEADO LATÃO 40MM COM SEGREDO,1,un,50012127,34329698,2026-06-15 00:00:00,Aprovado,1,0,Dyego
2026-06-15 00:00:00,Dyego Ferreira,5004333,SOLVENTE ECOLÓGICO REF MP213/V 20L,2,pç,50013125,34339623,2026-06-26 00:00:00,Aprovado,2,0,Dyego
2026-06-15 00:00:00,Dyego Ferreira,2182844,TINTA SPRAY BRANCO,24,pç,50012127,34339624,2026-06-19 00:00:00,Parcial,21,3,Dyego
2026-06-18 00:00:00,Dyego Ferreira,2180855,TINTA SPRAY AMARELO,24,pç,50013125,34352924,2026-06-19 00:00:00,Aprovado,24,0,Dyego
2026-06-18 00:00:00,Dyego Ferreira,5001970,ESCOVA DE AÇO ROTATIVA LIMPAR LÂMINAS DA SERRA FOGO,100,pç,50012129,34352926,2026-06-18 00:00:00,Aprovado,100,0,Dyego
2026-06-18 00:00:00,Dyego Ferreira,1662368,TRANSFERIDOR ÂNGULOS UNIV 187- 908 MITUTOYO,2,pç,50012127,34353059,2026-07-02 00:00:00,Aprovado,2,0,Diego Fonseca
2026-06-19 00:00:00,Dyego Ferreira,5055961,HEADSET H390 LOGITECH (FONE DE OUVIDO),1,un,50012127,34358131,,,,,
2026-06-22 00:00:00,Dyego Ferreira,5117151,"REBOLO RETO A RT  76,2X 19X  9,5MM A60R6",200,pç,50012127,34367827,,,,,
2026-06-23 00:00:00,Dyego Ferreira,2260818,TAMBOR METÁL 200L NOVO HOMOL TAMPA MÓVEL,2,un,50012127,34373522,2026-06-23 00:00:00,Aprovado,2,0,Dyego
2026-06-23 00:00:00,Dyego Ferreira,2196584,TINTA PARA REA-JET 040,40,lt,50012127,34373530,2026-06-26 00:00:00,Aprovado,40,0,Dyego
2026-06-23 00:00:00,Dyego Ferreira,5004333,SOLVENTE ECOLÓGICO REF MP213/V 20L,2,pç,50013125,34373531,2026-06-26 00:00:00,Aprovado,2,0,Dyego
2026-06-24 00:00:00,Dyego Ferreira,2201714,"DISCO DESBASTE/ACAB 114,30/ 22,225 GR40 (LARANJADO) LIXADEIRA ELETRICA",120,pç,50012127,34377787,,,,,
2026-06-24 00:00:00,Dyego Ferreira,2180855,TINTA SPRAY AMARELO,24,pç,50013125,34377789,,,,,
2026-06-24 00:00:00,Dyego Ferreira,2170392,FITA DUPLA FACE,1,un,50013125,34378449,,,,,
2026-06-30 00:00:00,Dyego Ferreira,2229449,"MANGUEIRA MP 100R1AT  1/2"" X10000MM PINOXPCL NOVA",10,un,50012127,34401423,,,,,
2026-07-01 00:00:00,Dyego Ferreira,5117151,"REBOLO RETO A RT  76,2X 19X  9,5MM A60R6",200,pç,50012127,34406789,,,,,
2026-07-03 00:00:00,Dyego Ferreira,2224906,FITA ADESIVA CREPE 50MM 50MTS,10,pç,50013125,34416664,,,,,
2026-07-03 00:00:00,Dyego Ferreira,5027224,ROLO DE PINTURA ESPUMA DE POLIESTER 230MM,3,un,50013125,34416664,,,,,
2026-07-03 00:00:00,Dyego Ferreira,1029967,"TRINCHA 2""",2,un,50013125,34416664,,,,,
2026-07-03 00:00:00,Dyego Ferreira,1029983,"TRINCHA TRIPLA 3""",2,pç,50013125,34416664,,,,,
2026-07-03 00:00:00,Dyego Ferreira,5003632,TINTA AMARELA COM CATALISADOR,1,un,50013125,34416664,,,,,
2026-07-03 00:00:00,Dyego Ferreira,1029665,SUPORTE ROLO DE PINTURA N23,3,un,50013125,34416664,,,,,
2026-07-03 00:00:00,Dyego Ferreira,2201152,TINTA EPÓXI SUMAFLOOR CINZA MUNSELL N5,2,un,50013125,34416664,,,,,
