data,turno,codigo,descricao,quantidade,unidade,local,motivo
11.06.2026,1,1022725,TRENA AÇO  5M C/TRAVA AC34-5ME9,1,Un,Distribuição Q&T,Consumo
11.06.2026,1,1189689,FITA FILAMENTOSA,5,Un,Distribuição Q&T,Conferência no Físico
11.06.2026,2,1022725,TRENA AÇO  5M C/TRAVA AC34-5ME9,1,Un,Distribuição Q&T,Consumo
11.06.2026,2,2259436,TINTA MARCAÇÃO BRANCA BQ967 RAL9010,1,pç,Distribuição Q&T,Consumo
11.06.2026,2,2270092,TINTA MARCAÇÃO VERDE ESCURO BQ1607,1,pç,Distribuição Q&T,Consumo
11.06.2026,2,2259474,TINTA MARCAÇÃO VERMELHO  BQ987,1,pç,Distribuição Q&T,Consumo
11.06.2026,2,2259436,TINTA MARCAÇÃO BRANCA BQ967 RAL9010,30,pç,Distribuição Q&T,Conferência no Físico
11.06.2026,2,2270092,TINTA MARCAÇÃO VERDE ESCURO BQ1607,20,pç,Distribuição Q&T,Conferência no Físico
11.06.2026,2,2259474,TINTA MARCAÇÃO VERMELHO  BQ987,20,pç,Distribuição Q&T,Conferência no Físico
11.06.2026,2,2270093,TINTA MARCAÇÃO AZUL BQ1610 RAL5017,21,pç,Distribuição Q&T,Conferência no Físico
2026-06-11 00:00:00,2,2224906,FITA ADESIVA CREPE 50MM 50MTS,5,Un,Distribuição Q&T,Consumo
11.06.2026,3,1751913,PILHA ALCALINA AAA,-4,Un,Distribuição Q&T,Conferência no Físico
11.06.2026,3,1511467,PILHA ALCALINA AA,10,Un,Distribuição Q&T,Conferência no Físico
12.06.2026,1,2182844,TINTA SPRAY BRANCO,5,Un,Distribuição Q&T,Consumo
12.06.2026,1,2180855,TINTA SPRAY AMARELO,1,Un,Distribuição Q&T,Consumo
12.06.2026,1,5002124,TINTA SPRAY VERMELHO LUMINOSO,1,Un,Distribuição Q&T,Consumo
12.06.2026,2,2201859,TINTA SPRAY AZUL,3,Un,Distribuição Q&T,Consumo
12.06.2026,2,2210714,MARCADOR IND ESFRROGR DYKEN MEDIO BRANCO (CANETA),1,Un,Distribuição Q&T,Consumo
12.06.2026,3,2210714,MARCADOR IND ESFRROGR DYKEN MEDIO BRANCO (CANETA),3,Un,Distribuição Q&T,Consumo
12.06.2026,3,2217817,MARCADOR INDUSTRIAL BRANCO,4,UN,Distribuição Q&T,Consumo
12.06.2026,3,2255105,PLUGUE ROSA SELEAD BEAN,-18,Un,Distribuição Q&T,Conferência no Físico
12.06.2026,3,2158635,"SEALED-BEAM 12V 75/50W 7""",-40,un,Distribuição Q&T,Conferência no Físico
12.06.2026,3,5048711,LÂMPADA PARA SEALED BEAM 100W,-42,un,Distribuição Q&T,Conferência no Físico
12.06.2026,3,2217817,MARCADOR INDUSTRIAL BRANCO,-25,un,Distribuição Q&T,Conferência no Físico
12.06.2026,3,2210714,MARCADOR IND ESFRROGR DYKEN MEDIO BRANCO (CANETA),-225,un,Distribuição Q&T,Conferência no Físico
12.06.2026,3,5014718,FITA ISOLANTE ANTI CHAMA PVC 19MMX20M AMARELO,-15,un,Distribuição Q&T,Conferência no Físico
12.06.2026,3,5014716,FITA ISOLANTE ANTI CHAMA PVC 19MMX20M AZUL,-16,un,Distribuição Q&T,Conferência no Físico
12.06.2026,3,5056446,FITA ISOLANTE ANTI CHAMA PVC 19MMX20M BRANCA,-31,un,Distribuição Q&T,Conferência no Físico
12.06.2026,3,5014717,FITA ISOLANTE ANTI CHAMA PVC 19MMX20M VERMELHO,-24,un,Distribuição Q&T,Conferência no Físico
12.06.2026,3,5014719,FITA ISOLANTE ANTI CHAMA PVC 19MMX20M VERDE,-3,un,Distribuição Q&T,Conferência no Físico
12.06.2026,3,1124960,FITA VEDA ROSCA,-1,un,Distribuição Q&T,Conferência no Físico
12.06.2026,3,1046098,"BATERIA 9,0V",-105,un,Distribuição Q&T,Conferência no Físico
12.06.2026,3,2160556,"BATERIA 3,0V CR2032 PANASONIC (Paquímetro 500mm)",-15,un,Distribuição Q&T,Conferência no Físico
12.06.2026,3,1511467,PILHA ALCALINA AA,60,un,Distribuição Q&T,Conferência no Físico
13.06.2026,3,5117151,"REBOLO RETO A RT  76,2X 19X  9,5MM A60R6",20,un,Distribuição Q&T,Consumo
13.06.2026,3,2210714,MARCADOR IND ESFRROGR DYKEN MEDIO BRANCO (CANETA),3,un,Distribuição Q&T,Consumo
13.06.2026,3,2196584,TINTA PARA REA-JET 040,3,un,Distribuição Q&T,Consumo
13.06.2026,3,2178643,PARTÍCULA MAGNÉTICA VIA ÚMIDA FLUORESCENTE CLY2000,5,lt,Distribuição Q&T,Consumo
13.06.2026,3,1042335,GIZ,2,un,Distribuição Q&T,Consumo
13.06.2026,3,2180855,TINTA SPRAY AMARELO,3,un,Distribuição Q&T,Consumo
13.06.2026,3,2182844,TINTA SPRAY BRANCO,2,un,Distribuição Q&T,Consumo
15.06.2026,1,2217817,MARCADOR INDUSTRIAL BRANCO,2,un,Distribuição Q&T,Consumo
15.06.2026,1,2201859,TINTA SPRAY AZUL,2,un,Distribuição Q&T,Consumo
15.06.2026,1,2201857,TINTA SPRAY VERDE,1,un,Distribuição Q&T,Consumo
15.06.2026,1,2210714,MARCADOR IND ESFRROGR DYKEN MEDIO BRANCO (CANETA),1,un,Distribuição Q&T,Consumo
15.06.2026,1,5004333,SOLVENTE ECOLÓGICO REF MP213/V 20L,20,lt,Distribuição Q&T,Consumo
15.06.2026,1,2178643,PARTÍCULA MAGNÉTICA VIA ÚMIDA FLUORESCENTE CLY2000,5,lt,Distribuição Q&T,Consumo
15.06.2026,1,5117151,"REBOLO RETO A RT  76,2X 19X  9,5MM A60R6",18,un,Distribuição Q&T,Consumo
15.06.2026,2,5117151,"REBOLO RETO A RT  76,2X 19X  9,5MM A60R6",20,un,Distribuição Q&T,Consumo
15.06.2026,2,5117151,"REBOLO RETO A RT  76,2X 19X  9,5MM A60R6",10,un,Distribuição Q&T,Consumo
16.06.2026,1,2180855,TINTA SPRAY AMARELO,3,un,Distribuição Q&T,Consumo
16.06.2026,1,2201714,"DISCO DESBASTE/ACAB 114,30/ 22,225 GR40 (LARANJADO) LIXADEIRA ELETRICA",10,Un,Distribuição Q&T,Consumo
16.06.2026,2,2201859,TINTA SPRAY AZUL,2,Un,Distribuição Q&T,Consumo
17.06.2026,1,2180855,TINTA SPRAY AMARELO,1,Un,Distribuição Q&T,Consumo
17.06.2026,1,2201859,TINTA SPRAY AZUL,2,Un,Distribuição Q&T,Consumo
17.06.2026,1,1511467,PILHA ALCALINA AA,2,Un,Distribuição Q&T,Consumo
17.06.2026,1,2201856,TINTA SPRAY VERMELHO,1,Un,Distribuição Q&T,Consumo
17.06.2026,1,2217817,MARCADOR INDUSTRIAL BRANCO,1,Un,Distribuição Q&T,Consumo
17.06.2026,1,2210714,MARCADOR IND ESFRROGR DYKEN MEDIO BRANCO (CANETA),2,Un,Distribuição Q&T,Consumo
18.06.2026,1,2178643,PARTÍCULA MAGNÉTICA VIA ÚMIDA FLUORESCENTE CLY2000,5,lt,Distribuição Q&T,Consumo
18.06.2026,1,2182844,TINTA SPRAY BRANCO,1,un,Distribuição Q&T,Consumo
18.06.2026,1,5001970,ESCOVA DE AÇO ROTATIVA LIMPAR LÂMINAS DA SERRA FOGO,20,un,Distribuição Q&T,Consumo
18.06.2026,2,1608649,ADESIVO CIANOACRIL CURA RÁP 406 LOCTITE,1,Un,Distribuição Q&T,Consumo
18.06.2026,2,5117151,"REBOLO RETO A RT  76,2X 19X  9,5MM A60R6",10,un,Distribuição Q&T,Consumo
18.06.2026,2,5001970,ESCOVA DE AÇO ROTATIVA LIMPAR LÂMINAS DA SERRA FOGO,15,un,Distribuição Q&T,Consumo
18.06.2026,3,2201859,TINTA SPRAY AZUL,6,un,Distribuição Q&T,Consumo
19.06.2026,1,2210714,MARCADOR IND ESFRROGR DYKEN MEDIO BRANCO (CANETA),1,un,Distribuição Q&T,Consumo
19.06.2026,1,1478150,TINTA SPRAY PRETO,1,un,Distribuição Q&T,Consumo
19.06.2026,1,5117151,"REBOLO RETO A RT  76,2X 19X  9,5MM A60R6",7,un,Distribuição Q&T,Consumo
19.06.2026,1,2178643,PARTÍCULA MAGNÉTICA VIA ÚMIDA FLUORESCENTE CLY2000,5,lt,Distribuição Q&T,Consumo
19.06.2026,3,5117151,"REBOLO RETO A RT  76,2X 19X  9,5MM A60R6",14,un,Distribuição Q&T,Consumo
20.06.2026,1,1478150,TINTA SPRAY PRETO,3,un,Distribuição Q&T,Consumo
20.06.2026,1,2201714,"DISCO DESBASTE/ACAB 114,30/ 22,225 GR40 (LARANJADO) LIXADEIRA ELETRICA",10,un,Distribuição Q&T,Consumo
20.06.2026,1,5031007,"DISCO DESBASTE/ACAB 177,80/ 22,2 GR40 (LARANJADO)",20,un,Distribuição Q&T,Consumo
20.06.2026,1,2182844,TINTA SPRAY BRANCO,2,un,Distribuição Q&T,Consumo
20.06.2026,1,5004333,SOLVENTE ECOLÓGICO REF MP213/V 20L,20,lt,Distribuição Q&T,Consumo
22.06.2026,1,5117151,"REBOLO RETO A RT  76,2X 19X  9,5MM A60R6",6,un,Distribuição Q&T,Consumo
22.06.2026,1,2182844,TINTA SPRAY BRANCO,5,un,Distribuição Q&T,Consumo
22.06.2026,1,2201859,TINTA SPRAY AZUL,1,un,Distribuição Q&T,Consumo
22.06.2026,1,2180855,TINTA SPRAY AMARELO,6,un,Distribuição Q&T,Consumo
22.06.2026,1,2201857,TINTA SPRAY VERDE,1,un,Distribuição Q&T,Consumo
22.06.2026,1,2196584,TINTA PARA REA-JET 040,1,fr,Distribuição Q&T,Consumo
22.06.2026,1,5001970,ESCOVA DE AÇO ROTATIVA LIMPAR LÂMINAS DA SERRA FOGO,10,un,Distribuição Q&T,Consumo
22.06.2026,2,2210714,MARCADOR IND ESFRROGR DYKEN MEDIO BRANCO (CANETA),2,Un,Distribuição Q&T,Consumo
22.06.2026,3,5117151,"REBOLO RETO A RT  76,2X 19X  9,5MM A60R6",10,un,Distribuição Q&T,Consumo
22.06.2026,3,2196584,TINTA PARA REA-JET 040,3,un,Distribuição Q&T,Consumo
22.06.2026,3,5004333,SOLVENTE ECOLÓGICO REF MP213/V 20L,-73,lt,Distribuição Q&T,Conferência no Físico
23.06.2026,1,2182844,TINTA SPRAY BRANCO,3,un,Distribuição Q&T,Consumo
23.06.2026,1,2180855,TINTA SPRAY AMARELO,2,un,Distribuição Q&T,Consumo
23.06.2026,3,5117151,"REBOLO RETO A RT  76,2X 19X  9,5MM A60R6",10,un,Distribuição Q&T,Consumo
23.06.2026,3,5004333,SOLVENTE ECOLÓGICO REF MP213/V 20L,20,lt,Distribuição Q&T,Consumo
23.06.2026,3,2180855,TINTA SPRAY AMARELO,3,un,Distribuição Q&T,Consumo
23.06.2026,3,2201856,TINTA SPRAY VERMELHO,1,un,Distribuição Q&T,Consumo
23.06.2026,3,5002124,TINTA SPRAY VERMELHO LUMINOSO,1,un,Distribuição Q&T,Consumo
23.06.2026,3,1478150,TINTA SPRAY PRETO,2,un,Distribuição Q&T,Consumo
23.06.2026,3,1042335,GIZ,2,un,Distribuição Q&T,Consumo
24.06.2026,1,2180855,TINTA SPRAY AMARELO,3,un,Distribuição Q&T,Consumo
24.06.2026,1,1478150,TINTA SPRAY PRETO,1,un,Distribuição Q&T,Consumo
24.06.2026,1,2182844,TINTA SPRAY BRANCO,1,un,Distribuição Q&T,Consumo
24.06.2026,1,2201714,"DISCO DESBASTE/ACAB 114,30/ 22,225 GR40 (LARANJADO) LIXADEIRA ELETRICA",2,un,Distribuição Q&T,Consumo
24.06.2026,1,5031007,"DISCO DESBASTE/ACAB 177,80/ 22,2 GR40 (LARANJADO)",5,un,Distribuição Q&T,Consumo
24.06.2026,2,5414716,FITA ISOLANTE AZUL,1,Un,Distribuição Q&T,Consumo
24.06.2026,2,2170392,FITA DUPLA FACE,1,Un,Distribuição Q&T,Consumo
24.06.2026,2,5001970,ESCOVA DE AÇO ROTATIVA LIMPAR LÂMINAS DA SERRA FOGO,3,Un,Distribuição Q&T,Consumo
25.06.2026,1,5117151,"REBOLO RETO A RT  76,2X 19X  9,5MM A60R6",5,Un,Distribuição Q&T,Consumo
25.06.2026,1,2180855,TINTA SPRAY AMARELO,4,Un,Distribuição Q&T,Consumo
25.06.2026,1,2196584,TINTA PARA REA-JET 040,1,fr,Distribuição Q&T,Consumo
25.06.2026,1,2178643,PARTÍCULA MAGNÉTICA VIA ÚMIDA FLUORESCENTE CLY2000,10,lt,Distribuição Q&T,Consumo
25.06.2026,1,2217817,MARCADOR INDUSTRIAL BRANCO,1,Un,Distribuição Q&T,Consumo
25.06.2026,1,2210714,MARCADOR IND ESFRROGR DYKEN MEDIO BRANCO (CANETA),1,Un,Distribuição Q&T,Consumo
25.06.2026,1,1511467,PILHA ALCALINA AA,2,Un,Distribuição Q&T,Consumo
25.06.2026,2,1868977,VEJA MULTI USO,3,fr,Distribuição Q&T,Consumo
25.06.2026,3,1751913,PILHA ALCALINA AAA,2,un,Distribuição Q&T,Consumo
25.06.2026,3,2229449,"MANGUEIRA MP 100R1AT  1/2"" X10000MM PINOXPCL NOVA",1,un,Distribuição Q&T,Consumo
25.06.2026,3,2210714,MARCADOR IND ESFRROGR DYKEN MEDIO BRANCO (CANETA),2,pç,Distribuição Q&T,Consumo
26.06.2026,1,2180855,TINTA SPRAY AMARELO,1,un,Distribuição Q&T,Consumo
26.06.2026,1,1478150,TINTA SPRAY PRETO,1,un,Distribuição Q&T,Consumo
26.06.2026,1,2201859,TINTA SPRAY AZUL,1,un,Distribuição Q&T,Consumo
26.06.2026,1,5001970,ESCOVA DE AÇO ROTATIVA LIMPAR LÂMINAS DA SERRA FOGO,10,un,Distribuição Q&T,Consumo
26.06.2026,1,2255309,PÓ MAGNÉTICO VIA SECA AMARELO,20,KG,Distribuição Q&T,Consumo
26.06.2026,1,5117151,"REBOLO RETO A RT  76,2X 19X  9,5MM A60R6",5,Un,Distribuição Q&T,Consumo
26.06.2026,2,1511467,PILHA ALCALINA AA,8,un,Distribuição Q&T,Consumo
26.06.2026,2,1751913,PILHA ALCALINA AAA,4,un,Distribuição Q&T,Consumo
26.06.2026,2,2210714,MARCADOR IND ESFRROGR DYKEN MEDIO BRANCO (CANETA),3,un,Distribuição Q&T,Consumo
26.06.2026,2,5414719,FITA ISOLANTE VERDE,1,un,Distribuição Q&T,Consumo
26.06.2026,2,5004333,SOLVENTE ECOLÓGICO REF MP213/V 20L,20,lt,Distribuição Q&T,Consumo
26.06.2026,3,5117151,"REBOLO RETO A RT  76,2X 19X  9,5MM A60R6",5,un,Distribuição Q&T,Consumo
26.06.2026,3,2180855,TINTA SPRAY AMARELO,5,un,Distribuição Q&T,Consumo
26.06.2026,3,2196584,TINTA PARA REA-JET 040,5,un,Distribuição Q&T,Consumo
26.06.2026,3,2210714,MARCADOR IND ESFRROGR DYKEN MEDIO BRANCO (CANETA),2,un,Distribuição Q&T,Consumo
26.06.2026,3,2217817,MARCADOR INDUSTRIAL BRANCO,2,un,Distribuição Q&T,Consumo
26.06.2026,3,2201857,TINTA SPRAY VERDE,2,un,Distribuição Q&T,Consumo
29.06.2026,1,2210714,MARCADOR IND ESFRROGR DYKEN MEDIO BRANCO (CANETA),2,un,Distribuição Q&T,Consumo
29.06.2026,1,1478150,TINTA SPRAY PRETO,2,un,Distribuição Q&T,Consumo
29.06.2026,1,2201714,"DISCO DESBASTE/ACAB 114,30/ 22,225 GR40 (LARANJADO) LIXADEIRA ELETRICA",10,un,Distribuição Q&T,Consumo
29.06.2026,1,2180855,TINTA SPRAY AMARELO,1,un,Distribuição Q&T,Consumo
29.06.2026,1,2201859,TINTA SPRAY AZUL,1,un,Distribuição Q&T,Consumo
29.06.2026,1,5117151,"REBOLO RETO A RT  76,2X 19X  9,5MM A60R6",5,un,Distribuição Q&T,Consumo
29.06.2026,3,2201859,TINTA SPRAY AZUL,2,un,Distribuição Q&T,Consumo
29.06.2026,3,2158635,"SEALED-BEAM 12V 75/50W 7""",-1,pç,Distribuição Q&T,Consumo
30.06.2026,1,2201859,TINTA SPRAY AZUL,2,un,Distribuição Q&T,Consumo
30.06.2026,1,1478150,TINTA SPRAY PRETO,1,un,Distribuição Q&T,Consumo
30.06.2026,1,5117151,"REBOLO RETO A RT  76,2X 19X  9,5MM A60R6",4,un,Distribuição Q&T,Consumo
30.06.2026,1,2182844,TINTA SPRAY BRANCO,2,un,Distribuição Q&T,Consumo
30.06.2026,3,5014718,FITA ISOLANTE ANTI CHAMA PVC 19MMX20M AMARELO,1,un,Distribuição Q&T,Consumo
30.06.2026,3,5117151,"REBOLO RETO A RT  76,2X 19X  9,5MM A60R6",10,un,Distribuição Q&T,Consumo
30.06.2026,3,2224906,FITA ADESIVA CREPE 50MM 50MTS,1,un,Distribuição Q&T,Consumo
01.07.2026,1,2201714,"DISCO DESBASTE/ACAB 114,30/ 22,225 GR40 (LARANJADO) LIXADEIRA ELETRICA",3,un,Distribuição Q&T,Consumo
01.07.2026,1,2210714,MARCADOR IND ESFRROGR DYKEN MEDIO BRANCO (CANETA),4,un,Distribuição Q&T,Consumo
01.07.2026,1,2217817,MARCADOR INDUSTRIAL BRANCO,1,Un,Distribuição Q&T,Consumo
01.07.2026,1,5011273,LIMPADOR PARA LIXADEIRAS,1,Un,Distribuição Q&T,Consumo
01.07.2026,2,2215370,PADRÃO CASTROL T1 TIPO G,1,cj.,Distribuição Q&T,Consumo
02.07.2026,1,2201714,"DISCO DESBASTE/ACAB 114,30/ 22,225 GR40 (LARANJADO) LIXADEIRA ELETRICA",3,un,Distribuição Q&T,Consumo
02.07.2026,2,2210714,MARCADOR IND ESFRROGR DYKEN MEDIO BRANCO (CANETA),2,Un,Distribuição Q&T,Consumo
02.07.2026,2,5414718,FITA ISOLANTE AMARELA ,1,Un,Distribuição Q&T,Consumo
02.07.2026,3,1042335,GIZ,1,cx,Distribuição Q&T,Consumo
02.07.2026,3,1478150,TINTA SPRAY PRETO,6,un,Distribuição Q&T,Consumo
02.07.2026,3,2178643,PARTÍCULA MAGNÉTICA VIA ÚMIDA FLUORESCENTE CLY2000,5,lt,Distribuição Q&T,Consumo
02.07.2026,3,2247060,CATALISADOR PARA MASSA DE SILICONE DE CONDENSAÇÃO (NOVO),1,un,Distribuição Q&T,Consumo
02.07.2026,3,2247059,MASSA DE SILICONE DE CONDENSAÇÃO,1,Kg,Distribuição Q&T,Consumo
02.07.2026,3,2210714,MARCADOR IND ESFRROGR DYKEN MEDIO BRANCO (CANETA),2,pç,Distribuição Q&T,Consumo
02.07.2026,3,5014716,FITA ISOLANTE ANTI CHAMA PVC 19MMX20M AZUL,2,pç,Distribuição Q&T,Consumo
03.07.2026,1,2178643,PARTÍCULA MAGNÉTICA VIA ÚMIDA FLUORESCENTE CLY2000,5,lt,Distribuição Q&T,Consumo
03.07.2026,1,2201714,"DISCO DESBASTE/ACAB 114,30/ 22,225 GR40 (LARANJADO) LIXADEIRA ELETRICA",3,un,Distribuição Q&T,Consumo
04.07.2026,1,5031007,"DISCO DESBASTE/ACAB 177,80/ 22,2 GR40 (LARANJADO)",12,un,Distribuição Q&T,Consumo
04.07.2026,1,2217817,MARCADOR INDUSTRIAL BRANCO,2,Un,Distribuição Q&T,Consumo
04.07.2026,1,1478150,TINTA SPRAY PRETO,4,Un,Distribuição Q&T,Consumo
04.07.2026,1,2180855,TINTA SPRAY AMARELO,2,un,Distribuição Q&T,Consumo
04.07.2026,1,2201856,TINTA SPRAY VERMELHO,1,un,Distribuição Q&T,Consumo
04.07.2026,1,2217817,MARCADOR INDUSTRIAL BRANCO,1,un,Distribuição Q&T,Consumo
04.07.2026,2,2217817,MARCADOR INDUSTRIAL BRANCO,2,un,Distribuição Q&T,Consumo
04.07.2026,2,2210714,MARCADOR IND ESFRROGR DYKEN MEDIO BRANCO (CANETA),4,pç,Distribuição Q&T,Consumo
04.07.2026,2,5414718,FITA ISOLANTE AMARELA ,1,pç,Distribuição Q&T,Consumo
04.07.2026,3,2180855,TINTA SPRAY AMARELO,2,un,Distribuição Q&T,Consumo
04.07.2026,3,2201857,TINTA SPRAY VERDE,2,un,Distribuição Q&T,Consumo
